no,Genus,species,sex,zoo or wild,scan res,vert position,pos for analysis,fiji threshold,ROI size,number of images in ROI,BV.TV,SVD,SLD,TB.TH,MIL,TB.N,MIL.F,trend,plunge,rel.res,GC,CSA,Conn.D,Connectivity,mass,femur_r_c,femur_l_c,avg_fem_c,humerus_r_c,humerus_l_c,avg_hum_c,log_mass_camp,mass_camp,CL,ch_post,cw_post,ch_ant,cw_ant,pre_zw,post_zw,tot_h,tot_w,inter_zl,mass_proxy
68919,Bradypus,variegatus,m,wild,45.616,T14,ps1,20481,3.7,153,0.404357,3.03873,1.35047,0.250876,1.48562,0.6457,1.36676,139.339,76.7933,5.499736934,52.0918,109.1624,5665.702,563.625,4136.36,27,26,26.5,26,25,25.5,3.613293192,4104.811248,11.85,6.5,10.3,7.6246,10.754,11.3,12.3,15.98,18.63,12.1,18.9
68919,Bradypus,variegatus,m,wild,45.616,T15,ps2,20481,1.8,159,,,,,1.41864,0.447595,1.30848,,,0,52.2736,114.1169,5819.047,132.25,4136.36,27,26,26.5,26,25,25.5,3.613293192,4104.811248,11.72,7.1,8.62,5.93,9.8,12.3,12.1,16.21,19.25,17.3,18.9
68919,Bradypus,variegatus,m,wild,45.616,T16,ps3,20481,4,156,0.3762,3.16987,1.4234,0.28396,1.32726,0.5517,1.27467,34.3678,88.6321,6.225008769,51.8719,119.6541,5315.448,600.75,4136.36,27,26,26.5,26,25,25.5,3.613293192,4104.811248,11.09,7.48,11.66,7,9.6,13.4,11.72,17.64,21.35,18.9,18.9
68919,Bradypus,variegatus,m,wild,45.616,L01,ps4,20481,4.8,142,0.302003,2.43222,1.20214,0.202957,1.18688,0.559318,1.14662,224.323,47.596,4.449250263,59.7898,120.4262,4728.959,766.75,4136.36,27,26,26.5,26,25,25.5,3.613293192,4104.811248,10.94,6.9,11,6.7,9.43,13.29,12.5,17.43,24.77,19.5,18.9
68919,Bradypus,variegatus,m,wild,45.616,L02,ps5,20481,4.1,163,0.307945,2.98048,1.38764,0.227943,1.4047,0.530762,1.33177,197.018,51.3547,4.996996668,63.8921,115.2364,5746.208,719.5,4136.36,27,26,26.5,26,25,25.5,3.613293192,4104.811248,12.05,7,11.1,6.4,10.4,13.8,13.9,16.05,29.09,18.5,18.9
68919,Bradypus,variegatus,m,wild,45.616,L03,ps6,20481,3.7,162,0.308071,3.73547,1.43039,0.22907,1.26717,0.557491,1.22382,30.6278,72.5953,5.021702911,60.0379,115.3377,6476.087,653,4136.36,27,26,26.5,26,25,25.5,3.613293192,4104.811248,12.18,5.5,11.5,7.2,11.4,16.2,12.4,14.15,30.64,18.4,18.9
69587,Bradypus,variegatus,m,wild,45.906,T14,ps1,22593,4.1,168,0.502926,3.36373,1.3859,0.266148,1.33194,0.894216,1.27981,61.6323,85.9813,5.797673507,58.1941,126.7768,8965.598,1172.125,4136.36,32,31.5,31.75,32.5,31,31.75,3.851824971,7109.269384,12.47,7.321,10.65,6.604,8.442,11.68,11.569,18.07,18.89,16.166,19.32
69587,Bradypus,variegatus,m,wild,45.906,T15,ps2,22593,3.7,158,0.529018,3.44871,1.34403,0.268614,1.29605,0.890786,1.23646,32.3624,81.3486,5.851391975,55.6513,135.7703,8328.925,957.625,4136.36,32,31.5,31.75,32.5,31,31.75,3.851824971,7109.269384,11.76,8.56,11.02,5.583,7.468,11.797,12.01,18.93,19.58,16.91,19.32
69587,Bradypus,variegatus,m,wild,45.906,T16,ps3,22593,4.9,168,0.499003,2.97542,1.34279,0.217367,1.28276,1.0045,1.23043,110.663,88.4497,4.735045528,53.9379,181.6262,9027.13,1721.25,4136.36,32,31.5,31.75,32.5,31,31.75,3.851824971,7109.269384,12.63,8.89,11.69,8.73,8.9,13.87,11.25,20.03,22.21,19.32,19.32
69587,Bradypus,variegatus,m,wild,45.906,L01,ps4,22593,4.9,147,0.52437,3.46995,1.37633,0.229813,1.38683,0.757149,1.28789,1.14501,6.53389,5.006164771,53.0965,181.2663,6926.872,1124.5,4136.36,32,31.5,31.75,32.5,31,31.75,3.851824971,7109.269384,12.78,9.53,11.42,9.5,9.88,12.46,12.45,19.72,26.19,18.94,19.32
69587,Bradypus,variegatus,m,wild,45.906,L02,ps5,22593,5.1,182,0.484855,3.24319,1.36898,0.213129,1.34961,0.968414,1.29066,357.998,83.9827,4.642726441,52.0636,171.7019,8016.55,1758.125,4136.36,32,31.5,31.75,32.5,31,31.75,3.851824971,7109.269384,11.84,9.04,12.51,9.26,10.54,12.84,13.53,18.78,30.36,20.04,19.32
69587,Bradypus,variegatus,m,wild,45.906,L03,ps6,22593,4.4,123,0.525618,2.43024,1.35508,0.171705,1.46384,1.10843,1.37506,286.086,67.739,3.740360737,57.5561,132.1503,7332.457,891.125,4136.36,32,31.5,31.75,32.5,31,31.75,3.851824971,7109.269384,12.74,7.67,13.18,8.96,11.66,11.2,12.98,16.5,28.92,18.05,19.32
69589,Bradypus,variegatus,m,wild,41.997,T14,ps1,22373,3.4,182,0.403065,3.42727,1.40649,0.157776,1.76502,1.06573,1.50685,338.439,87.3542,3.756839774,50.291,114.8859,8174.001,850.125,4136.36,30,30,30,31,33,32,3.823284754,6657.094998,10.38,6.95,12.45,6.91,9.33,12.14,11.69,18.11,18.56,15.42,20.11
69589,Bradypus,variegatus,m,wild,41.997,T15,ps2,22373,2.7,175,0.398819,2.63256,0.32704,0.155399,1.57335,0.994402,1.45764,258.257,88.7354,3.700240493,53.5319,116.208,8037.749,466.375,4136.36,30,30,30,31,33,32,3.823284754,6657.094998,10.38,6.82,11.82,6.87,10.2,12.17,11.59,17.98,19.25,15.86,20.11
69589,Bradypus,variegatus,m,wild,41.997,T16,ps3,22373,4.3,198,0.345272,2.26715,1.24251,0.142409,1.3583,0.989573,1.28241,86.2879,85.2612,3.390932686,50.2819,135.8136,10398.211,1740.5,4136.36,30,30,30,31,33,32,3.823284754,6657.094998,11.99,7.63,10.29,7.05,11.27,14.37,10.94,19.1,37.49,20.11,20.11
69589,Bradypus,variegatus,m,wild,41.997,L01,ps4,22373,3.5,195,0.248709,2.23062,1.20087,0.135308,1.19794,0.594603,1.15786,287.545,12.8882,3.22184918,54.3872,138.6437,9017.076,982.75,4136.36,30,30,30,31,33,32,3.823284754,6657.094998,12.23,7.46,11.72,7.43,10.03,12.82,11.87,18.27,27.33,19.75,20.11
69589,Bradypus,variegatus,m,wild,41.997,L02,ps5,22373,4,207,0.273809,3.39142,1.32911,0.157774,1.34504,0.576266,1.22794,348.554,14.6744,3.756792152,59.8083,125.1263,8842.714,1208.5,4136.36,30,30,30,31,33,32,3.823284754,6657.094998,12.32,7.27,12.08,7.35,11.29,12.82,11.85,16.55,29.19,20.19,20.11
69589,Bradypus,variegatus,m,wild,41.997,L03,ps6,22373,3.6,205,0.454677,2.56821,1.32503,0.208076,1.56708,0.907214,1.44561,5.93069,82.7785,4.954544372,47.9754,154.0401,8958.827,1007,4136.36,30,30,30,31,33,32,3.823284754,6657.094998,11.74,6.36,12.74,7.09,12.81,13.33,11.4,15.39,27.5,19.21,20.11
93296,Bradypus,tridactylus,f,wild,46.833,T13,ps1,22973,4,160,0.184481,8.41448,1.60544,0.131061,1.32462,0.605743,1.25214,29.1615,82.968,2.798475434,47.3395,110.1669,4227.07,626.125,4375.8,31.5,30,30.75,30,29.5,29.75,3.794045525,6223.655212,12.11,6.8,9.8,6.88,11.98,15.32,15.5,16.32,20.55,16.9,19.5
93296,Bradypus,tridactylus,f,wild,46.833,T14,ps2,22973,4.3,198,0.223371,4.60833,1.46727,0.156594,1.38017,0.632149,1.2721,102.338,82.216,3.343667926,45.9368,118.7669,4350.6,739.75,4375.8,31.5,30,30.75,30,29.5,29.75,3.794045525,6223.655212,11.96,6.5,10.6,6.1,8.9,14.9,14.7,16.68,20.74,19.1,19.5
93296,Bradypus,tridactylus,f,wild,46.833,T15,ps3,22973,4.3,202,0.237685,5.14857,1.40511,0.164513,1.46286,0.641466,1.36628,239.993,82.6813,3.512758098,51.0392,113.1424,3955.443,695.875,4375.8,31.5,30,30.75,30,29.5,29.75,3.794045525,6223.655212,13.02,7,11.5,7,11,15.2,14.4,17.24,40.23,19.5,19.5
93296,Bradypus,tridactylus,f,wild,46.833,L01,ps4,22973,4.9,181,0.244624,5.58718,1.45544,0.166889,1.32322,0.638356,1.26382,6.24864,82.3153,3.563491555,51.8256,110.615,3730.411,777.125,4375.8,31.5,30,30.75,30,29.5,29.75,3.794045525,6223.655212,12.64,6.5,9.9,6.1,9.9,17.2,14.1,17.75,26.44,18.8,19.5
93296,Bradypus,tridactylus,f,wild,46.833,L02,ps5,22973,5,193,0.160609,5.03144,1.40608,0.190118,1.08925,0.36772,1.05159,21.6767,31.0872,4.059487968,50.7427,127.9587,3039.79,690.125,4375.8,31.5,30,30.75,30,29.5,29.75,3.794045525,6223.655212,12.63,6.4,11.6,6.9,10.1,18,14.6,17.52,27.97,20.9,19.5
93296,Bradypus,tridactylus,f,wild,46.833,L03,ps6,22973,5.4,185,0.188764,9.60662,1.75872,0.204088,1.37339,0.387084,1.27642,7.46656,43.4473,4.357781906,59.9082,123.7183,3508.342,959.875,4375.8,31.5,30,30.75,30,29.5,29.75,3.794045525,6223.655212,12.36,7.44,12.66,6.6,10.5,20,14.03,16.27,29.95,20.6,19.5
39468,Chlamyphorus,truncatus,?,wild,24.243,T10,ps1,23478,1.3,68,0.267612,5.81517,1.92527,0.115245,1.68816,1.10955,1.5558,54.3499,85.4801,4.753743349,47.7052,19.3189,21564.378,54.625,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,2.7,2.6,4.8,2.3,4.1,3.9,4,NA,9.3,4.9,5.8
39468,Chlamyphorus,truncatus,?,wild,24.243,T11,ps2,23478,1.3,74,0.16804,5.5432,1.65317,0.0852248,1.38327,0.958104,1.30946,62.4445,81.551,3.515439508,46.7471,18.3797,23530.455,70.375,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,2.9,2.6,6.1,2.4,5.1,4.3,3.8,NA,9.17,5.3,5.8
39468,Chlamyphorus,truncatus,?,wild,24.243,T12,ps3,23478,1.3,80,0.19861,9.43697,1.92396,0.0899199,1.58503,1.09315,1.48624,310.355,87.5739,3.709107784,54.2395,22.7142,25319.952,79.25,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.5,2.9,4.7,2.4,5.4,4.2,3.7,8.34,9.68,5.8,5.8
39468,Chlamyphorus,truncatus,?,wild,24.243,L01,ps4,23478,1.3,91,0.248274,5.00362,1.5333,0.0945193,1.58999,1.20266,1.39665,37.8103,81.7196,3.898828528,54.5652,25.4823,23991.698,86.125,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,4.1,3.1,4.2,2.7,5,4,3.6,7.33,9.8,6.7,5.8
39468,Chlamyphorus,truncatus,?,wild,24.243,L02,ps5,23478,1.5,92,0.188749,5.78649,1.49378,0.0830175,1.20765,0.949954,1.19497,307.895,78.3019,3.424390546,51.5914,27.9965,25271.182,133.125,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.4,3.9,3.3,3,4.2,4.5,3,8.27,10.1,6.7,5.8
39468,Chlamyphorus,truncatus,?,wild,24.243,L03,ps6,23478,1.6,95,0.297777,5.33423,1.6145,0.0908464,1.58411,1.31786,1.44718,95.9171,0.05424,3.747325001,49.9926,36.9333,25161.134,164.625,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,5.5,3.3,3.6,3.8,3.3,3.9,3.7,6.5,8.5,6.3,5.8
74246,Chlamyphorus,truncatus,?,wild,23.409,T10,ps1,22546,1.2,76,0.291813,5.17853,1.69558,0.0989135,1.94957,1.20133,1.73528,289.194,85.0945,4.225447477,44.2723,17.9224,19798.332,51.75,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,2.85,2.09,4.93,1.98,3.77,3.83,3.63,8.53,8.38,4.42,5.68
74246,Chlamyphorus,truncatus,?,wild,23.409,T11,ps2,22546,1.1,81,0.205517,2.78016,1.34363,0.0885102,1.30919,1.03945,1.26574,8.59483,66.0495,3.781032936,47.1357,20.8967,17237.262,38.875,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,2.7,2.18,4.68,2.23,3.82,3.72,3.75,8.28,8.48,4.6,5.68
74246,Chlamyphorus,truncatus,?,wild,23.409,T12,ps3,22546,1.2,90,0.221288,4.21391,1.4987,0.111315,1.29766,0.991487,1.25039,9.46029,76.5215,4.75522235,46.5887,22.3043,21090.609,64.5,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.31,2.56,4.24,2.06,5.08,3.91,3.62,8.5,9.07,5.68,5.68
74246,Chlamyphorus,truncatus,?,wild,23.409,L01,ps4,22546,1.2,108,0.246487,6.82039,1.60944,0.100516,1.1869,1.50779,1.39198,84.2873,86.8008,4.293904054,44.4125,22.731,30348.605,118.125,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.57,2.67,3.34,2.29,4.19,3.85,3.4,7.59,9.75,6.5,5.68
74246,Chlamyphorus,truncatus,?,wild,23.409,L02,ps5,22546,1.5,108,0.250796,6.2642,1.69108,0.0953995,1.47512,1.15469,1.38238,148.705,80.4615,4.075334273,44.542,28.6011,30102.182,167.5,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.76,3.31,2.59,2.68,3.65,3.34,3.71,8.15,8.76,6.51,5.68
74246,Chlamyphorus,truncatus,?,wild,23.409,L03,ps6,22546,1.4,119,0.269531,5.02045,1.59762,0.0863488,1.56259,1.33305,1.4366,332.803,77.644,3.688700927,56.1708,16.8668,26169.634,155.5,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,5.01,2.93,2.88,3.16,2.09,2.72,3.28,9.71,8.02,5.46,5.68
104986,Chlamyphorus,truncatus,m,wild,22.101,T10,ps1,18025,1.3,98,0.362017,6.3556,1.70736,0.105606,1.88265,1.32585,1.69271,197.232,85.5594,4.778335822,53.144,27.445,34220.464,129.25,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.31,2.09,5.31,2.15,3.8,4.17,4,9.68,9.76,4.6,5.8
104986,Chlamyphorus,truncatus,m,wild,22.101,T11,ps2,18025,1.1,108,0.378454,4.02547,1.50305,0.110685,2.00903,1.4426,1.76659,140.392,85.8235,5.008144428,56.1807,27.8537,32398.242,98.125,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.27,2.21,5.42,2.18,3.93,4.36,4.34,9.42,9.64,5.47,5.8
104986,Chlamyphorus,truncatus,m,wild,22.101,T12,ps3,18025,1.3,113,0.328503,5.28835,1.6754,0.121799,1.73482,1.22957,1.59142,253.893,88.8248,5.511017601,52.3065,27.9234,33051.382,140.5,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.43,2.63,4.76,2.18,4.23,4.58,4.15,7,10.41,5.8,5.8
104986,Chlamyphorus,truncatus,m,wild,22.101,L01,ps4,18025,1.3,115,0.320973,5.06562,1.64031,0.0963234,1.74611,1.40073,1.57261,84.6574,87.1774,4.358327677,44.4198,27.2443,36934.272,170.875,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.85,2.76,3.73,2.25,4.02,4.52,3.81,7.4,11.03,6.81,5.8
104986,Chlamyphorus,truncatus,m,wild,22.101,L02,ps5,18025,1.6,117,0.253673,7.8547,1.84231,0.0951241,1.67341,1.17543,1.49538,186.066,78.3226,4.304063165,48.3512,33.1709,32329.368,224.375,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,4.01,3.4,3.56,2.64,4.41,4.53,3.9,8.62,9.85,7.18,5.8
104986,Chlamyphorus,truncatus,m,wild,22.101,L03,ps6,18025,1.6,124,0.289509,2.75356,1.35385,0.0879273,1.27389,1.34142,1.22372,80.5215,58.0345,3.97843084,39.638,29.8812,33239.174,259,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,5.18,2.75,3.04,3.29,2.5,3.42,3.83,8.09,8.6,5.51,5.8
105031,Chlamyphorus,truncatus,m,wild,24.243,T09,ps1,20029,1.3,81,0.454133,4.06842,1.52463,0.099291,2.12304,1.66939,1.74529,162.219,85.3397,4.095656478,51.6657,26.4355,34676.972,108.375,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.39,2.49,5.5,2.02,3.81,3.38,3.75,8.62,8.5,4.04,5.18
105031,Chlamyphorus,truncatus,m,wild,24.243,T10,ps2,20029,1.2,84,0.421066,5.17052,1.71419,0.0978164,2.46849,1.56492,2.08293,347.405,87.9466,4.034830673,51.3432,28.6237,35192.144,110.25,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.48,2.33,5.05,2.2,4.3,3.75,3.59,8.17,7.8,5.1,5.18
105031,Chlamyphorus,truncatus,m,wild,24.243,T11,ps3,20029,1.4,95,0.234963,7.81639,1.85716,0.0715353,1.92917,1.4006,1.70503,6.71097,84.8457,2.950761044,52.5124,28.7543,52109.073,243.25,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,3.8,2.52,4.41,2,3.01,3.93,3.44,9.11,8.38,5.18,5.18
105031,Chlamyphorus,truncatus,m,wild,24.243,L01,ps4,20029,1.5,112,0.350739,5.87085,1.62262,0.097292,1.94465,1.48051,1.69312,172.524,82.8109,4.013199687,44.2159,33.473,46954.776,307.5,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,4.07,2.66,3.41,2.12,3.32,3.86,3.03,7.47,8.8,5.35,5.18
105031,Chlamyphorus,truncatus,m,wild,24.243,L02,ps5,20029,1.6,105,0.344445,3.5707,1.40582,0.089125,1.67358,1.57617,1.42413,190.394,82.5807,3.676318937,49.8023,40.4168,47229.279,353.875,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,4.13,3.28,2.62,2.5,2.97,3.91,3.99,8.13,8.55,6.33,5.18
105031,Chlamyphorus,truncatus,m,wild,24.243,L03,ps6,20029,1.9,103,0.360589,3.19716,1.39608,0.0795318,1.59594,1.84987,1.43566,85.9287,85.3245,3.280608836,47.6275,35.9221,39899.269,413.5,83.53,,,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,5.89,2.77,2.76,3.41,2.66,2.84,3.34,6.78,8.08,5.01,5.18
69576,Choloepus,didactylus,f,wild,49.589,T22,ps1,25447,4.1,177,0.400215,4.67576,1.49453,0.175744,1.56467,0.837511,1.43765,194.545,83.7495,3.544011777,59.6412,152.3389,5349.385,881.125,6646.5,35,37,32.75,33,32,34.5,3.920326102,8323.885576,13.43,7.88,11.8,8.62,10.97,17.19,14,18.69,23.35,20.4,22.79
69576,Choloepus,didactylus,f,wild,49.589,T23,ps2,25447,3.9,187,,,,,,,,,,0,58.6789,170.1551,5223.365,786,6646.5,35,37,36,33,32,32.5,3.942313381,8756.153796,13.72,7.8,12.08,8.18,11.67,14.65,14.34,19.65,24.27,21.52,22.79
69576,Choloepus,didactylus,f,wild,49.589,L01,ps3,25447,4,206,0.283349,2.97536,1.33821,0.203685,1.46041,0.486284,1.31889,351.793,12.0079,4.107463349,63.0964,159.5596,6363.155,1036.125,6646.5,35,37,36,33,32,32.5,3.942313381,8756.153796,14.73,8.25,11.53,8.12,12.6,15.05,15.04,22.97,29.29,22.79,22.79
69576,Choloepus,didactylus,f,wild,49.589,L02,ps4,25447,4.5,210,0.33871,2.78578,1.34383,0.250808,1.59776,0.475381,1.37678,0.766174,11.4187,5.057734578,60.943,197.12,6084.587,1272.625,6646.5,35,37,36,33,32,32.5,3.942313381,8756.153796,15.02,8.67,12.42,9.05,12.85,16.3,16.09,21.76,32.26,23.93,22.79
69576,Choloepus,didactylus,f,wild,49.589,L03,ps5,25447,4.8,203,0.324115,3.94303,1.31189,0.180623,1.26837,0.757181,1.17879,8.78149,6.51738,3.642400532,60.3041,199.7003,7607.847,1764.375,6646.5,35,37,36,33,32,32.5,3.942313381,8756.153796,14.6,8.8,12.8,8.98,12.87,16.84,15.7,19.16,32.54,22.5,22.79
69576,Choloepus,didactylus,f,wild,49.589,L04,ps6,25447,5.1,202,0.336427,4.5128,1.40257,0.177891,1.31459,0.749547,1.22601,351.909,23.789,3.587307669,59.639,210.2921,7029.971,1816.5,6646.5,35,37,36,33,32,32.5,3.942313381,8756.153796,13.69,8.79,13.97,8.9,13,16.5,15.11,17.68,35.54,23,22.79
95448,Choloepus,didactylus,f,wild,56.169,T21,ps1,19387,4.3,192,0.548522,1.9699,1.22666,0.2415,1.39259,0.817649,1.32179,290.925,87.4228,4.299524649,60.6525,176.1964,4112.021,810.125,6646.5,37,,37,37,,37,4.034517998,10827.24583,13.39,7.46,13.35,7.15,12.18,13.16,14.49,17.21,24.77,20.66,23.3
95448,Choloepus,didactylus,f,wild,56.169,T22,ps2,19387,4.2,186,0.522681,2.22116,1.25589,0.225617,1.41297,0.854566,1.32344,235.875,84.937,4.016753013,57.8895,187.7202,5164.461,944.625,6646.5,37,,37,37,,37,4.034517998,10827.24583,15.26,8.14,13.72,7.99,12.91,14.46,16.18,17.97,25.07,21.7,23.3
95448,Choloepus,didactylus,f,wild,56.169,T23,ps3,19387,4,208,0.487111,1.78578,1.21325,0.228681,1.16025,0.769798,1.11656,201.688,60.4533,4.071302676,59.0191,187.0536,6308.951,1225.375,6646.5,37,,37,37,,37,4.034517998,10827.24583,15.09,8.96,15.13,8.18,14.05,14.3,15.17,13.4,26.37,23.3,23.3
95448,Choloepus,didactylus,f,wild,56.169,L01,ps4,19387,4.1,217,0.436166,2.02749,1.19645,0.210334,1.32821,0.751629,1.26592,186.659,33.2789,3.744663426,61.06,191.0014,6660.446,1309.875,6646.5,37,,37,37,,37,4.034517998,10827.24583,15.24,9.2,14.54,9.04,14.31,14.48,13.86,19.09,32.07,25.9,23.3
95448,Choloepus,didactylus,f,wild,56.169,L02,ps5,19387,4.4,215,0.274641,1.59513,1.22272,0.204845,1.59904,0.394584,1.47932,273.053,18.387,3.646940483,66.3965,191.9876,6261.498,1460.625,6646.5,37,,37,37,,37,4.034517998,10827.24583,17.49,10.16,15.76,9.54,14.46,15.61,14.44,19.67,33.7,26.51,23.3
95448,Choloepus,didactylus,f,wild,56.169,L03,ps6,19387,4.7,206,0.397545,3.16093,1.28431,0.233316,1.38463,0.612885,1.25687,211.216,9.36437,4.153821503,58.3013,235.0453,6639.729,1709.75,6646.5,37,,37,37,,37,4.034517998,10827.24583,16.04,9.67,15.11,9.62,15.69,17.24,15.31,19.63,39.22,27.15,23.3
51889,Cyclopes,didactylus catellus,m,wild,26.123,T12,ps1,21271,1.3,127,0.264927,6.2198,1.73166,0.0864336,1.52197,1.08342,1.401,65.1983,82.4698,3.308716457,46.0869,40.5449,31448.567,175.875,263.95,14,14,14,15,15,15,2.916132096,824.3888253,5.26,2.5,4.1,2.5,4.2,6.1,5.8,7.6,10.98,7.6,7.9
51889,Cyclopes,didactylus catellus,m,wild,26.123,T13,ps2,21271,1.2,123,0.28163,6.2571,1.81645,0.0895851,1.53645,1.19309,1.44574,84.9345,81.2961,3.429357271,45.5979,43.4072,27294.734,119.125,263.95,14,14,14,15,15,15,2.916132096,824.3888253,5.19,2.5,4.1,2.7,4.3,6.1,6.2,8.3,11.17,8,7.9
51889,Cyclopes,didactylus catellus,m,wild,26.123,T14,ps3,21271,1.5,116,0.298953,6.08883,1.72939,0.0955128,1.69586,1.14757,1.49393,199.676,88.2418,3.656272251,48.9261,41.6596,27595.123,179.25,263.95,14,14,14,15,15,15,2.916132096,824.3888253,4.7,2.9,4.6,2.6,4.8,6.5,6,9.88,10.74,7.9,7.9
51889,Cyclopes,didactylus catellus,m,wild,26.123,T15,ps4,21271,1.5,124,0.315475,4.5661,1.67637,0.101861,1.69982,1.11321,1.54444,219.194,88.4732,3.899284156,51.3923,39.9692,28380.468,200.125,263.95,14,14,14,15,15,15,2.916132096,824.3888253,4.87,3.1,4.5,2.9,3.8,6.5,5.4,10.21,10.98,7.9,7.9
51889,Cyclopes,didactylus catellus,m,wild,26.123,L01,ps5,21271,2,130,0.290627,4.99953,1.53058,0.107825,1.54452,0.998988,1.38222,136.262,88.7353,4.127588715,53.8837,41.9676,25792.003,353.25,263.95,14,14,14,15,15,15,2.916132096,824.3888253,5.01,3.1,4.8,3,4.5,6.1,5.2,9.92,12.99,8,7.9
51889,Cyclopes,didactylus catellus,m,wild,26.123,L02,ps6,21271,1.9,134,0.330977,4.08654,1.52703,0.107226,1.77537,1.11338,1.59909,38.6394,82.562,4.10465873,55.188,42.9889,25891.328,315,263.95,14,14,14,15,15,15,2.916132096,824.3888253,5.29,3.32,4.82,2.9,4.8,5.8,5.71,10,13.59,8.3,7.9
61854,Cyclopes,didactylus didactylus,f,wild,25.973,T13,ps1,24870,1.3,137,0.250819,9.72243,1.9076,0.104556,1.52155,0.977625,1.43203,163.837,75.0122,4.02556501,46.9311,32.8878,10255.949,62.875,263.95,14,,14,16,,16,2.956606329,904.9119621,4.86,2.55,4.26,2.55,4.66,6.49,5.49,8.73,10.92,5.51,7.1
61854,Cyclopes,didactylus didactylus,f,wild,25.973,T14,ps2,24870,1.2,135,0.281895,5.35367,1.67634,0.114183,1.43526,0.965172,1.31646,311.079,82.2928,4.396219151,46.5354,35.3889,9929.552,54.125,263.95,14,,14,16,,16,2.956606329,904.9119621,4.81,2.52,5.07,2.55,4.8,5.74,5.4,8.44,10.83,6.97,7.1
61854,Cyclopes,didactylus didactylus,f,wild,25.973,T15,ps3,24870,1.4,137,0.332734,3.50162,1.57518,0.118134,1.8481,1.09589,1.54134,294.638,77.6926,4.548338659,50.0983,37.4279,7686.762,55.875,263.95,14,,14,16,,16,2.956606329,904.9119621,5.12,2.68,5.1,2.52,4.03,5.95,5.56,8.57,10.46,7.1,7.1
